VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2,2025-11-01T00:31:47.000+05:30,2025-11-01T00:47:41.000+05:30,1,3.71,1,N,87,49,1,19.8,1.0,0.5,0.0,0.0,1.0,25.55,2.5,0.0,0.75
2,2025-11-01T00:53:41.000+05:30,2025-11-01T01:12:36.000+05:30,2,3.39,1,N,97,256,1,20.5,1.0,0.5,4.6,0.0,1.0,27.6,0.0,0.0,0.0
2,2025-11-01T00:09:29.000+05:30,2025-11-01T00:43:37.000+05:30,2,5.79,1,N,148,236,1,35.2,1.0,0.5,0.0,0.0,1.0,40.95,2.5,0.0,0.75
2,2025-11-01T00:45:45.000+05:30,2025-11-01T01:01:05.000+05:30,1,3.23,1,N,236,143,1,17.7,1.0,0.5,1.0,0.0,1.0,23.7,2.5,0.0,0.0
1,2025-11-01T00:14:05.000+05:30,2025-11-01T00:27:42.000+05:30,1,1.6,1,N,231,232,1,13.5,4.25,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
1,2025-11-01T00:19:43.000+05:30,2025-11-01T00:23:12.000+05:30,1,0.7,1,N,141,229,1,5.8,4.25,0.5,2.3,0.0,1.0,13.85,2.5,0.0,0.75
1,2025-11-01T00:31:47.000+05:30,2025-11-01T00:34:35.000+05:30,1,0.3,1,N,263,262,1,4.4,3.5,0.5,4.0,0.0,1.0,13.4,2.5,0.0,0.0
1,2025-11-01T00:38:22.000+05:30,2025-11-01T00:42:52.000+05:30,1,0.7,1,N,263,263,1,5.8,3.5,0.5,2.0,0.0,1.0,12.8,2.5,0.0,0.0
1,2025-11-01T00:49:51.000+05:30,2025-11-01T00:58:19.000+05:30,1,1.7,1,N,263,229,1,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,2025-11-01T00:56:37.000+05:30,2025-11-01T01:13:17.000+05:30,1,1.04,1,N,107,148,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75
2,2025-11-01T00:26:30.000+05:30,2025-11-01T01:51:14.000+05:30,1,0.0,5,N,233,265,2,120.0,0.0,0.0,0.0,0.0,1.0,124.25,2.5,0.0,0.75
2,2025-11-01T00:21:58.000+05:30,2025-11-01T00:40:29.000+05:30,1,2.57,1,N,79,229,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75
2,2025-11-01T00:25:04.000+05:30,2025-11-01T00:34:15.000+05:30,1,1.06,1,N,170,48,1,9.3,1.0,0.5,4.52,0.0,1.0,19.57,2.5,0.0,0.75
2,2025-11-01T00:07:58.000+05:30,2025-11-01T00:10:58.000+05:30,1,0.32,1,N,68,68,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,2025-11-01T00:13:26.000+05:30,2025-11-01T00:31:25.000+05:30,2,1.73,1,N,68,162,1,16.3,1.0,0.5,4.41,0.0,1.0,26.46,2.5,0.0,0.75
2,2025-11-01T00:56:43.000+05:30,2025-11-01T01:03:08.000+05:30,1,1.55,1,N,74,236,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
2,2025-11-01T00:01:45.000+05:30,2025-11-01T00:25:48.000+05:30,2,2.16,1,N,140,230,1,21.2,1.0,0.5,6.74,0.0,1.0,33.69,2.5,0.0,0.75
2,2025-11-01T00:06:09.000+05:30,2025-11-01T00:28:45.000+05:30,1,1.99,1,N,158,231,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
2,2025-11-01T00:29:53.000+05:30,2025-11-01T00:45:30.000+05:30,3,1.04,1,N,231,148,1,14.2,1.0,0.5,0.0,0.0,1.0,19.95,2.5,0.0,0.75
2,2025-11-01T00:47:57.000+05:30,2025-11-01T01:02:13.000+05:30,1,1.53,1,N,148,170,1,14.2,1.0,0.5,0.0,0.0,1.0,19.95,2.5,0.0,0.75
2,2025-11-01T00:59:44.000+05:30,2025-11-01T01:14:42.000+05:30,1,2.63,1,N,263,234,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,2025-11-01T00:49:07.000+05:30,2025-11-01T01:15:58.000+05:30,1,4.28,1,N,148,141,1,26.1,1.0,0.5,6.37,0.0,1.0,38.22,2.5,0.0,0.75
2,2025-11-01T00:11:23.000+05:30,2025-11-01T00:45:56.000+05:30,1,3.19,1,N,113,230,1,29.6,1.0,0.5,7.07,0.0,1.0,42.42,2.5,0.0,0.75
2,2025-11-01T00:51:42.000+05:30,2025-11-01T00:59:58.000+05:30,1,1.38,1,N,48,246,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
1,2025-11-01T00:36:12.000+05:30,2025-11-01T01:01:45.000+05:30,1,3.2,1,N,261,186,1,22.6,4.25,0.5,5.65,0.0,1.0,34.0,2.5,0.0,0.75
2,2025-11-01T00:04:29.000+05:30,2025-11-01T00:26:59.000+05:30,3,0.85,1,N,158,68,1,18.4,1.0,0.5,2.66,0.0,1.0,26.81,2.5,0.0,0.75
2,2025-11-01T00:29:53.000+05:30,2025-11-01T00:56:53.000+05:30,1,3.15,1,N,68,237,1,24.7,1.0,0.5,3.35,0.0,1.0,33.8,2.5,0.0,0.75
1,2025-11-01T00:01:27.000+05:30,2025-11-01T00:26:25.000+05:30,3,1.4,1,N,170,114,1,20.5,4.25,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
1,2025-11-01T00:27:06.000+05:30,2025-11-01T00:55:53.000+05:30,1,2.8,1,N,114,230,1,23.3,4.25,0.5,2.0,0.0,1.0,31.05,2.5,0.0,0.75
2,2025-11-01T00:02:10.000+05:30,2025-11-01T00:04:39.000+05:30,1,0.55,1,N,163,43,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,2025-11-01T00:06:55.000+05:30,2025-11-01T00:11:38.000+05:30,1,0.7,1,N,142,143,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0.0
2,2025-11-01T00:17:32.000+05:30,2025-11-01T00:36:32.000+05:30,1,6.07,1,N,87,141,1,26.8,1.0,0.5,2.0,0.0,1.0,34.55,2.5,0.0,0.75
2,2025-11-01T00:17:38.000+05:30,2025-11-01T00:41:28.000+05:30,2,2.8,1,N,148,186,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75
2,2025-11-01T00:57:33.000+05:30,2025-11-01T01:14:28.000+05:30,1,1.54,1,N,186,48,1,15.6,1.0,0.5,0.0,0.0,1.0,21.35,2.5,0.0,0.75
1,2025-11-01T00:44:21.000+05:30,2025-11-01T00:50:37.000+05:30,4,1.3,1,N,239,48,1,8.6,4.25,0.5,3.0,0.0,1.0,17.35,2.5,0.0,0.75
1,2025-11-01T00:55:11.000+05:30,2025-11-01T01:10:42.000+05:30,1,1.6,1,N,48,141,1,14.2,4.25,0.5,4.0,0.0,1.0,23.95,2.5,0.0,0.75
2,2025-11-01T00:18:41.000+05:30,2025-11-01T00:46:24.000+05:30,2,4.26,1,N,234,236,1,27.5,1.0,0.5,6.65,0.0,1.0,39.9,2.5,0.0,0.75
2,2025-11-01T00:52:43.000+05:30,2025-11-01T01:10:03.000+05:30,2,2.85,1,N,141,164,1,17.7,1.0,0.5,4.69,0.0,1.0,28.14,2.5,0.0,0.75
7,2025-11-01T00:29:20.000+05:30,2025-11-01T00:29:20.000+05:30,1,3.86,1,N,113,140,1,29.6,0.0,0.5,7.07,0.0,1.0,42.42,2.5,0.0,0.75
7,2025-11-01T00:59:40.000+05:30,2025-11-01T00:59:40.000+05:30,1,4.44,1,N,263,68,1,22.6,0.0,0.5,5.67,0.0,1.0,34.02,2.5,0.0,0.75
